latitude,longitude,landslide_trigger,landslide_setting,landslide_category
42.046,43.4965,rain,above_road,landslide
45.5017,-122.6608,,above_road,landslide
39.1098,-84.5571,downpour,,mudslide
41.74309277,-70.61794177,downpour,urban,mudslide
37.5789,-122.5168,rain,,mudslide
40.0101,-111.6393,downpour,natural_slope,mudslide
9.53,123.31,downpour,,landslide
7.41839632,80.60846422,downpour,,landslide
29.913,79.3532,downpour,,landslide
10.3622,123.8639,rain,,landslide
11.2475,-74.2017,downpour,,landslide
31.5751,103.7281,rain,above_road,landslide
37.6758,-82.2679,continuous_rain,above_road,rock_fall
28.28,83.55,downpour,,mudslide
40.8986,72.9086,downpour,,complex
29.5477,79.3211,downpour,,landslide
-6.2899,145.8593,downpour,,landslide
29.5333,80.4333,rain,,landslide
44.3573,-123.6903,,above_road,landslide
45.88,-118.9662,,above_road,landslide
44.4944,-109.9919,downpour,above_road,mudslide
44.3956,-122.144,,above_road,landslide
-8.0333,111.4,rain,,landslide
47.5857,-120.682,rain,above_road,mudslide
37.0712,-107.8722,,above_road,rock_fall
34.11901266,73.87646407,downpour,above_road,landslide
-1.0828,35.8666,rain,,mudslide
19.2675,104.8433,rain,,mudslide
43.7225,-122.3485,,above_road,landslide
39.0369,-119.722,downpour,,mudslide
6.0366,7.0888,rain,,landslide
14.5742,-87.7286,rain,deforested_slope,landslide
47.3174,-122.1323,,below_road,landslide
35.6253,-82.5166,rain,above_road,rock_fall
-41.286411,174.769403,rain,above_road,landslide
40.4802,-106.8393,continuous_rain,natural_slope,landslide
22.6214,114.0818,rain,,landslide
9.3825,98.7612,downpour,,landslide
36.3128,74.6511,rain,,landslide
51.211,-4.1252,,,landslide
21.9907,92.4951,downpour,,mudslide
28.8848,113.5538,downpour,,landslide
14.0814,-87.1953,downpour,,landslide
43.2693,28.0252,rain,above_road,landslide
46.1155,-123.3271,,above_road,landslide
9.3224,-82.4732,downpour,,landslide
44.2886,-124.1131,,above_road,landslide
42.689,-122.6023,,above_road,landslide
-22.9458,-43.2167,downpour,,landslide
13.3137,109.2164,downpour,,landslide
-41.2737,173.287,downpour,,complex
33.0498,74.6264,downpour,,landslide
34.1386,-86.125,,above_road,rock_fall
45.7021,-114.6379,downpour,natural_slope,mudslide
40.1205,-74.7969,downpour,bluff,landslide
5.9012,116.2113,tropical_cyclone,above_road,mudslide
21.23291114,92.19905362,downpour,,landslide
29.0958,80.3125,downpour,,landslide
1.0172,122.1997,rain,,landslide
-15.999,-67.5836,rain,,mudslide
40.3687,127.586,tropical_cyclone,,landslide
42.8868,-75.5741,downpour,,mudslide
51.4536,-1.3166,rain,,landslide
-1.601,123.5476,downpour,,landslide
33.2504,75.2102,continuous_rain,above_road,landslide
46.27197927,7.59904484,rain,natural_slope,debris_flow
52.5362,-0.6835,downpour,above_road,landslide
27.172,88.5292,downpour,above_road,landslide
25.4053,97.8542,mining,,landslide
44.3507,-103.7826,rain,,mudslide
47.5095,-122.3915,downpour,,mudslide
27.6934,111.6641,downpour,,landslide
47.5685,-122.4055,rain,,landslide
38.5393,-123.0933,,,landslide
5.3298,-75.0495,downpour,,landslide
47.962,-122.2221,downpour,,landslide
29.5193,80.4687,rain,,landslide
45.9767,-123.1947,,above_road,landslide
21.4384,92.0082,downpour,,landslide
27.8868,85.5107,rain,,landslide
35.4608,-118.7773,rain,,landslide
8.2531,98.9476,downpour,,mudslide
27.772,85.9052,,,landslide
12.8446,75.2476,rain,,landslide
37.4096,-81.4268,rain,above_road,landslide
14.5703,121.1682,tropical_cyclone,,landslide
-22.9006,-43.0784,downpour,,landslide
35.2856,73.1642,continuous_rain,,landslide
-43.6069,172.7072,downpour,above_road,landslide
15.2932,74.1447,downpour,mine,landslide
37.5773,71.7041,snowfall_snowmelt,natural_slope,mudslide
25.4549,119.0076,rain,,landslide
-41.23655207,174.80672135,,above_road,landslide
14.6317,-90.4792,rain,urban,landslide
35.192,76.2579,downpour,,landslide
25.8509,97.4381,construction,,landslide
31.265,121.505,downpour,,mudslide
45.5635,-123.5826,,above_road,landslide
7.1107,-76.4089,downpour,above_road,landslide
38.2717,-112.473,downpour,,complex
45.9023,-123.1429,,above_road,landslide
42.2261,-87.8107,rain,bluff,other
21.1589,-156.9621,downpour,,mudslide
30.7864,78.616,continuous_rain,above_road,landslide
9.9792,-83.8525,downpour,natural_slope,landslide
24.935,121.377,tropical_cyclone,,landslide
40.9213,-74.1772,downpour,natural_slope,rock_fall
43.2984,-122.533,,above_road,landslide
14.6297,-90.5025,rain,urban,landslide
43.6796,-91.2194,rain,,complex
40.9822,-80.3433,,above_river,landslide
50.6756,-119.3135,flooding,below_road,landslide
-42.4635,173.5421,earthquake,,landslide
29.3833,81.3167,downpour,,landslide
45.9816,-122.8697,,above_road,landslide
30.733,78.439,downpour,,landslide
-41.3874,172.8235,downpour,,landslide
44.6345,-123.7762,,above_road,landslide
39.3193,-120.3218,,above_road,rock_fall
40.9826,-123.6397,,above_road,rock_fall
35.6975,51.3831,downpour,,landslide
37.3298,-82.7228,downpour,,landslide
5.314,-4.0351,downpour,,landslide
45.0628,-123.4924,,above_road,landslide
34.5117,-84.444,rain,,mudslide
39.1186,-84.4826,rain,,mudslide
57.3529,-5.5513,rain,,landslide
16.419,120.5832,monsoon,urban,landslide
45.9291,6.8971,downpour,above_road,landslide
40.4893,-112.1563,downpour,,landslide
29.3576,79.5519,downpour,,landslide
6.9438,81.0684,downpour,,landslide
-22.8999,-43.1227,downpour,,landslide
43.8807,-115.7367,rain,above_road,mudslide
14.7231,121.2541,downpour,,landslide
11.7841,124.8761,tropical_cyclone,above_road,landslide
33.9917,-107.1577,downpour,,landslide
46.027,-123.6329,,above_road,landslide
43.5778,-124.1892,,above_road,landslide
47.3042,-123.1524,downpour,above_road,mudslide
18.5146,-72.3361,tropical_cyclone,,complex
26.1768,91.7702,monsoon,natural_slope,landslide
48.5035,-120.7111,rain,above_road,debris_flow
57.5051,-3.4067,rain,below_road,landslide
15.8076,-91.3148,rain,,landslide
27.0816,88.4397,continuous_rain,above_road,landslide
44.3562,-123.7155,,above_road,landslide
47.4705,-123.0976,downpour,,mudslide
14.6429,-90.5352,rain,urban,landslide
47.9694,-122.2321,,above_road,mudslide
-8.1413,111.2883,downpour,,landslide
-8.5579,115.4238,downpour,,landslide
25.16,93.686,monsoon,above_road,landslide
-23.2801,-46.7433,downpour,,mudslide
7.6039,99.2821,,above_river,landslide
39.34129618,-120.34421962,,above_road,rock_fall
15.0771,-91.0096,rain,,landslide
34.4751,-118.4492,no_apparent_trigger,above_road,landslide
52.9621,-6.3668,downpour,,rock_fall
27.499,87.106,rain,,landslide
23.2349,101.7673,downpour,,mudslide
26.1028,91.8806,continuous_rain,above_road,landslide
31.4551,78.1996,rain,,landslide
6.97305988,81.08551842,downpour,above_road,landslide
39.8958,-105.3357,rain,,landslide
20.6347,-156.1258,,above_road,mudslide
27.8519,85.5248,,,landslide
30.6018,114.2584,rain,,mudslide
6.2433,-75.5767,downpour,,landslide
31.0343,78.7248,rain,,landslide
9.251,-83.8591,downpour,,landslide
40.2215544,-80.66737084,downpour,above_road,landslide
34.4388,104.0367,downpour,,landslide
47.0015,12.5392,snowfall_snowmelt,,landslide
28.0667,83.25,rain,,landslide
10.6771,-61.4982,downpour,,landslide
11.3484,76.7937,rain,,landslide
43.7553,-115.975,downpour,,mudslide
1.0091,34.4073,downpour,,landslide
45.4941,-73.5674,downpour,,mudslide
11.252,124.9599,downpour,,landslide
23.1098,-82.3691,tropical_cyclone,,complex
55.6511,-121.5915,downpour,,mudslide
39.9984,-80.7785,downpour,,landslide
6.0462,116.5964,continuous_rain,,debris_flow
1.0059,34.401,downpour,,landslide
44.1009,-71.6322,tropical_cyclone,,landslide
31.0851,77.1665,continuous_rain,natural_slope,mudslide
33.2359,75.244,,above_road,landslide
18.5554,105.663,downpour,,landslide
34.0814,-119.0308,rain,burned_area,mudslide
-11.9202,-76.664,downpour,,landslide
24.7459,93.4251,continuous_rain,,landslide
23.1781,105.5054,rain,above_road,landslide
39.7153,-111.769,rain,above_road,mudslide
-45.8456,170.6328,downpour,,landslide
-40.0582,176.8769,downpour,,landslide
48.0466,24.3898,downpour,above_road,mudslide
-7.3644,109.9022,downpour,,landslide
43.0135,-123.9445,,above_road,landslide
30.38069426,78.47049965,downpour,,landslide
38.2072,15.4306,downpour,,mudslide
23.0636,120.6854,tropical_cyclone,,mudslide
21.85,108.45,rain,,landslide
46.01,-122.8422,downpour,natural_slope,landslide
37.3344,-82.9591,downpour,deforested_slope,mudslide
48.7372,-121.9325,,other,debris_flow
-7.3414,108.1592,downpour,,landslide
39.4738,141.9488,tropical_cyclone,,landslide
35.91,-81.41,downpour,,rock_fall
42.5846,-123.3816,,above_road,landslide
44.0493,10.1432,downpour,,mudslide
40.4257,-79.9113,rain,,mudslide
42.7845,26.945,downpour,,landslide
32.2667,130.9333,downpour,,landslide
43.1159,-124.2912,,above_road,landslide
-22.9008,-43.1151,downpour,,landslide
30.1977,77.9137,downpour,,landslide
33.1213,75.2449,,,landslide
23.3333,107.5667,downpour,,landslide
43.6883,-114.3755,downpour,,mudslide
36.3762,-5.2489,downpour,,mudslide
25.1555,93.8474,continuous_rain,,landslide
4.5572,101.086,rain,,landslide
19.0294,-97.0355,rain,,landslide
8.9626,124.8514,tropical_cyclone,,landslide
35.3544,73.0208,rain,,landslide
27.404,87.065,downpour,,landslide
39.561,-107.3092,,above_road,rock_fall
43.0266,-76.3302,downpour,,mudslide
-20.07976547,148.47754791,downpour,natural_slope,landslide
45.4942,-109.6715,,above_road,rock_fall
-6.25,106.1,rain,,landslide
50.7082,-2.758,,below_road,landslide
-37.7846,146.2243,downpour,,landslide
57.6256,-3.3291,downpour,,landslide
30.3069,78.0169,rain,,landslide
56.1997,-4.823,rain,,debris_flow
3.414,101.7863,rain,above_road,landslide
-12.9774,-38.5147,continuous_rain,urban,landslide
20.839,-98.2908,tropical_cyclone,above_road,landslide
34.1542,-117.9058,downpour,burned_area,debris_flow
36.5419,109.4662,construction,mine,landslide
42.988,27.0394,,,landslide
21.47819035,91.96737514,downpour,above_road,landslide
39.4143,-78.725,downpour,above_road,other
52.882,-118.4484,snowfall_snowmelt,natural_slope,landslide
42.87622668,-72.6685558,downpour,above_road,mudslide
28.5266,83.2765,monsoon,,landslide
34.2389,-118.2239,downpour,,mudslide
47.6736,-120.2304,rain,burned_area,mudslide
6.2245,124.7128,rain,,landslide
1.3337,34.5789,downpour,,complex
13.74,-60.946,downpour,,landslide
40.5304,72.7907,downpour,,mudslide
8.8313,105.2523,rain,,landslide
45.5047,-123.8654,,above_road,landslide
33.2599,75.8886,downpour,,landslide
39.6527,-106.1902,,natural_slope,rock_fall
40.3312,-73.9816,downpour,,landslide
23.4758,120.5431,tropical_cyclone,,rock_fall
6.9565,81.0243,downpour,,landslide
27.7366,85.3305,rain,,mudslide
46.4492,-92.162,rain,,landslide
45.9767,-123.1947,,above_road,landslide
43.0274,-74.8851,downpour,,mudslide
47.6137,16.2389,downpour,,mudslide
19.2677,73.0618,continuous_rain,,landslide
27.9604,84.2231,downpour,,landslide
32.4879,105.8453,rain,above_river,complex
-13.1809,-72.5273,downpour,,landslide
27.8878,98.8075,downpour,,landslide
5.9505,116.1896,continuous_rain,below_road,landslide
45.5872,-122.7739,rain,,landslide
28.758,77.15,downpour,,landslide
-37.5947,145.2842,downpour,,landslide
29.66239066,107.1969335,downpour,above_road,landslide
34.1332,-118.1765,downpour,,landslide
43.3197,-122.6816,rain,,landslide
-16.5278,-68.1157,downpour,urban,landslide
31.6632,-106.2307,downpour,,mudslide
10.158,-61.4449,downpour,,mudslide
-43.5611,170.1796,no_apparent_trigger,natural_slope,complex
27.0524,90.4997,downpour,,landslide
43.7521,-116.2885,rain,,mudslide
13.7178,-89.2685,rain,,mudslide
23.7348,92.7187,downpour,above_road,landslide
39.1037,-84.4995,snowfall_snowmelt,above_road,mudslide
40.5093,-111.8316,downpour,,complex
39.2233,-108.8895,continuous_rain,above_road,mudslide
7.8328,123.4299,downpour,,landslide
39.0981,-84.4748,downpour,,landslide
7.36,122.1865,downpour,,landslide
42.3335,-124.4191,,above_road,landslide
28.6572,82.2345,rain,,landslide
17.3895,78.499,rain,,landslide
44.0322,-123.8602,,above_road,landslide
45.5758,-122.117,downpour,,landslide
-17.5018,177.8515,downpour,,landslide
30.7292,78.4396,rain,,landslide
18.25,105.686,downpour,,complex
37.1016,-83.7568,downpour,natural_slope,complex
-18.0903,178.3623,rain,,mudslide
27.0971,90.4032,rain,,landslide
-37.8558,145.1147,downpour,mine,other
46.0155,8.8353,rain,natural_slope,landslide
40.6217,-111.7484,downpour,,mudslide
14.7812,74.499,downpour,,landslide
18.037,-76.7088,tropical_cyclone,,landslide
45.4922,-123.6863,,above_road,landslide
52.9677,-4.0989,downpour,below_road,landslide
28.0081,84.6476,continuous_rain,deforested_slope,landslide
50.705,-2.7269,continuous_rain,,mudslide
43.0266,-76.3302,downpour,,mudslide
44.6394,-123.7785,,above_road,landslide
9.9454,98.6076,rain,above_road,landslide
45.5287,-122.7701,flooding,above_road,landslide
10.735,-61.4925,downpour,,mudslide
5.9606,116.388,downpour,,landslide
33.5791,73.0868,downpour,,landslide
24.7016,93.5291,continuous_rain,,landslide
54.7369,-1.9876,rain,below_road,landslide
37.2283,-83.0567,downpour,,mudslide
28.4197,83.1421,downpour,,landslide
38.5212,-81.6749,downpour,,mudslide
21.464,83.9462,rain,,landslide
56.4567,-6.0505,downpour,,landslide
43.6901,-123.9737,,above_road,landslide
17.6874,83.1993,downpour,natural_slope,landslide
28.2719,83.7405,downpour,,landslide
32.9041,75.0911,continuous_rain,above_road,landslide
30.1944,79.1939,downpour,,landslide
-22.9778,-43.2324,downpour,,landslide
40.4319,-80.0061,downpour,,landslide
40.0074,117.1703,rain,,landslide
25.0633,92.8025,downpour,,landslide
43.3514,-124.2237,construction,above_river,landslide
45.223,-123.5669,downpour,above_road,debris_flow
7.89,98.3,downpour,,landslide
10.3861,124.98,downpour,,landslide
27.334,103.6919,downpour,,mudslide
47.4446,15.953,downpour,,landslide
29.2027,80.5307,downpour,,landslide
49.8748,-118.0732,rain,other,landslide
32.5612,76.1238,downpour,,mudslide
27.1746,103.5564,continuous_rain,,mudslide
47.2741,-122.2605,rain,above_road,mudslide
44.6881,-124.0636,downpour,above_road,landslide
34.1577,73.8257,,above_road,landslide
40.4059,-75.0086,downpour,retaining_wall,mudslide
29.2,81.7,downpour,,landslide
-7.159,108.9921,downpour,above_road,landslide
-6.8349,106.659,rain,,landslide
-7.412,109.8852,downpour,,landslide
-2.5089,140.705,downpour,,landslide
-7.8291,112.453,downpour,,landslide
43.1925,-75.021,downpour,,mudslide
43.0235,76.8515,dam_embankment_collapse,natural_slope,debris_flow
10.0011,76.7416,downpour,,landslide
40.0538,70.8159,downpour,,landslide
32.6188,75.3504,downpour,above_road,landslide
11.0391,124.6291,tropical_cyclone,,landslide
45.8569,-118.9066,,above_road,landslide
11.5366,-85.622,rain,natural_slope,landslide
43.6751,-123.9307,,above_road,landslide
-3.6551,128.1663,downpour,,landslide
47.8947,-118.1379,,above_river,landslide
10.747,122.9672,downpour,,landslide
10.841,-61.055,tropical_cyclone,,landslide
13.7135,-89.6938,continuous_rain,,landslide
39.958,-80.7935,rain,,mudslide
60.4279,9.398,rain,,mudslide
45.2711,-123.8355,,above_road,landslide
47.7367,-121.0207,downpour,,mudslide
25.1122,94.3591,continuous_rain,below_road,landslide
32.2934,77.1803,downpour,above_road,landslide
28.9986,94.8885,downpour,,landslide
33.577,74.1872,downpour,,landslide
10.83003164,-60.940308,downpour,above_road,landslide
14.1015,-87.1607,downpour,,rock_fall
33.8122,35.7834,snowfall_snowmelt,,landslide
26.7215,95.0283,downpour,,landslide
35.4401,-82.249,rain,,landslide
51.3336,-116.9875,,,mudslide
11.6753,92.749,downpour,retaining_wall,other
18.1167,-76.45,downpour,,landslide
27.2872,88.2816,rain,,landslide
4.9898,118.2707,,,landslide
30.07754642,102.14467779,downpour,,landslide
38.2219,-81.4449,,above_road,rock_fall
46.2128,-122.9199,rain,above_road,mudslide
-22.9652,-43.1992,downpour,,landslide
43.657,-123.8612,,above_road,landslide
3.0194,101.6021,rain,,landslide
34.38667467,76.34149164,downpour,above_road,landslide
16.426,120.5823,tropical_cyclone,,landslide
28.1952,83.6099,rain,,landslide
7.6438,125.0284,downpour,,landslide
31.5168,78.0976,downpour,,landslide
27.7185,83.47,,above_road,landslide
26.6432,99.5666,downpour,,mudslide
45.8403,-118.8885,,above_road,landslide
44.3479,-123.7219,,above_road,landslide
23.1172,105.1564,tropical_cyclone,,landslide
27.5155,108.2319,downpour,,landslide
37.8505,140.9505,construction,,mudslide
27.9411,85.6838,rain,,landslide
40.7067,-105.5951,downpour,,landslide
44.1579,-123.5776,,above_road,landslide
38.3987,-81.5848,,natural_slope,mudslide
31.1667,110.85,rain,,complex
37.4282,-105.4449,downpour,above_road,mudslide
43.6491,-123.6629,,above_road,landslide
47.6373,-122.3406,rain,,complex
38.1825,-84.8757,downpour,,mudslide
13.7143,124.3807,rain,,landslide
40.3916,-79.732,rain,above_road,landslide
29.5798,80.2123,,,landslide
1.4128,-77.398,downpour,,landslide
42.9381,-122.4198,,above_road,landslide
22.3421,91.8242,monsoon,,landslide
45.2514,-123.8482,,above_road,landslide
22.4343,114.1842,flooding,urban,landslide
45.2462,-116.3322,rain,,landslide
27.0087,88.443,downpour,,landslide
37.1422,-113.5043,rain,,debris_flow
38.745,75.0635,snowfall_snowmelt,above_road,mudslide
28.0731,119.133,downpour,,landslide
25.5144,90.2167,downpour,,landslide
4.4999,114.6667,rain,,landslide
3.1869,101.773,downpour,,landslide
34.2808,-118.2192,downpour,,landslide
16.3395,107.7424,downpour,,landslide
42.6551,-124.4102,,above_road,landslide
39.779,-105.2274,continuous_rain,natural_slope,mudslide
-43.7015,170.0645,freeze_thaw,,landslide
44.1247,-124.1257,,above_road,landslide
3.1575,101.6896,downpour,,landslide
6.9264,122.0239,downpour,,landslide
44.1989,-124.113,downpour,,mudslide
-0.0718,-78.3774,earthquake,above_road,rock_fall
15.5163,-88.9286,tropical_cyclone,,landslide
15.376,-91.596,downpour,,mudslide
13.757,124.379,tropical_cyclone,,landslide
14.617,-90.4997,rain,,landslide
33.9548314,74.79428356,downpour,urban,landslide
49.0229,-122.8001,downpour,,mudslide
0.2318,109.1318,rain,,complex
56.7325,-2.6551,downpour,,landslide
22.3605,91.8236,construction,urban,landslide
10.3521,125.1085,monsoon,,mudslide
48.4526,-70.901,downpour,,landslide
18.1041,-76.414,rain,,landslide
24.8111,113.5973,downpour,,landslide
46.9468,-121.3216,downpour,above_road,mudslide
34.3106,105.8786,freeze_thaw,,landslide
25.1449,121.7839,tropical_cyclone,,rock_fall
10.00349068,98.55613004,downpour,,landslide
42.6428,-70.939,downpour,,mudslide
38.9716,-90.4312,rain,,landslide
45.2065,-123.8898,,above_road,landslide
27.0678,88.456,downpour,,landslide
44.1778,-123.5828,,above_road,landslide
30.5386,105.5661,downpour,,landslide
28.3594,82.1279,downpour,,landslide
46.8734,-121.5163,downpour,above_road,mudslide
38.849,-119.6462,downpour,,landslide
47.9151,-122.4112,downpour,above_road,landslide
10.2714,123.8476,continuous_rain,urban,landslide
42.89748611,-72.59852781,downpour,above_road,mudslide
32.9428,130.6492,downpour,,landslide
33.9823,73.796,rain,,rock_fall
49.5181,5.9931,rain,other,landslide
26.8352,88.1881,downpour,,landslide
18.106,-96.8133,tropical_cyclone,,mudslide
26.8992,88.1667,continuous_rain,,landslide
39.2143,-106.9823,downpour,,mudslide
45.2507,-123.8481,,above_road,landslide
8.08775391,124.5345867,downpour,above_road,landslide
35.8473,-83.5703,rain,,mudslide
23.72988966,92.71495623,downpour,urban,landslide
42.6799,-122.6169,,above_road,landslide
26.8712,88.3052,rain,below_road,landslide
21.3787,-157.9207,downpour,,mudslide
27.1667,88.35,rain,,landslide
35.9182,-82.9147,,above_road,rock_fall
45.4871,-76.6606,freeze_thaw,above_river,landslide
-22.3165,-42.8167,downpour,,mudslide
44.3956,-122.142,,above_road,landslide
47.9427,-122.3085,rain,above_road,mudslide
6.2336,-75.1619,continuous_rain,,landslide
30.7284,79.4971,downpour,,landslide
46.1185,-123.2276,,above_road,landslide
41.9841,21.418,downpour,,mudslide
51.7633,-3.792,rain,,landslide
34.5281,103.7853,downpour,,landslide
14.7333,98.6333,rain,,landslide
13.2989,123.8,tropical_cyclone,,landslide
48.5608,-120.7708,downpour,,complex
16.91639749,121.09915765,tropical_cyclone,,mudslide
44.5199,-109.0676,rain,,mudslide
43.6896,-123.9719,,above_road,landslide
42.2395,-124.3643,,above_road,landslide
34.5474,73.3455,earthquake,urban,landslide
37.4514,-82.8836,downpour,,landslide
27.9937,82.4827,downpour,,landslide
3.0089,101.4169,rain,,landslide
41.4816,72.3119,downpour,above_road,mudslide
41.1795,41.8196,rain,urban,landslide
42.1936,-120.0051,,above_road,landslide
27.4694,114.3101,downpour,natural_slope,landslide
32.85199035,-80.02022486,downpour,engineered_slope,mudslide
14.6046311,121.1751292,downpour,urban,landslide
-6.1781,143.6751,,below_road,landslide
45.5598,-123.8924,,above_road,landslide
0.77214653,35.56619905,rain,,landslide
10.3456,123.8969,tropical_cyclone,,landslide
44.471,-123.412,continuous_rain,,landslide
34.2896,-117.4787,downpour,,debris_flow
25.5212,90.232,rain,,rock_fall
44.1247,-124.1257,,above_road,landslide
54.9753,-5.9605,,,landslide
46.9785,-123.8655,downpour,bluff,landslide
35.2207,-82.3216,rain,above_road,rock_fall
-0.9399,36.8168,downpour,,landslide
28.4167,83.6667,continuous_rain,,landslide
23.9278,94.0906,rain,,landslide
37.60489055,-119.97097884,,above_road,rock_fall
45.9952,-122.8771,,above_road,landslide
43.6985,-124.0773,,above_road,landslide
-7.4651,109.6496,,,landslide
10.4701,-66.9072,downpour,,landslide
5.4439,100.3028,downpour,,landslide
12.12,-85.89,downpour,,landslide
13.8701,124.3101,rain,,landslide
14.47,121.05,downpour,,landslide
8.9655,99.7996,downpour,,mudslide
57.2276,-2.2608,rain,,landslide
27.92,85.19,,,landslide
44.1114,-124.1233,,above_road,landslide
-39.0412,177.4136,downpour,,landslide
28.4628,101.8783,downpour,,landslide
45.7413,-123.9529,,above_road,landslide
27.7745,85.2401,downpour,,landslide
27.8287,85.5763,,above_road,landslide
-44.3025,169.1339,rain,,landslide
25.1775,93.0123,downpour,,landslide
-17.7558,178.4944,downpour,above_road,landslide
34.0424,-117.2674,downpour,,mudslide
23.8393,120.8671,downpour,,landslide
38.4193,-82.4453,downpour,,landslide
50.788,-118.9931,downpour,above_road,mudslide
45.5178,-122.3554,,above_road,landslide
38.9398,-105.0175,downpour,above_road,mudslide
37.5927,-82.8679,snowfall_snowmelt,above_road,mudslide
33.0186,75.2405,downpour,above_road,landslide
27.0161,88.2478,downpour,above_road,landslide
31.0539,103.5461,downpour,,landslide
7.909,98.3333,downpour,,landslide
45.6572,-121.9002,,above_road,landslide
4.8081,-75.6941,rain,,mudslide
45.713,-122.7251,rain,above_road,landslide
13.6042,123.52,downpour,,landslide
27.6615,120.564,tropical_cyclone,,mudslide
-7.4343,110.2707,downpour,,landslide
1.2827,35.447,downpour,,mudslide
36.3969,-119.8086,downpour,,mudslide
9.3626,-79.8221,rain,,landslide
14.5667,-90.45,rain,,mudslide
33.2611,75.2138,,,landslide
27.7667,85.7,rain,,landslide
16.3634,120.6282,downpour,,landslide
47.2841,-122.6522,downpour,,mudslide
45.3853,-92.6751,downpour,,mudslide
14.0211,-87.2055,downpour,urban,landslide
45.5169,-122.369,rain,,mudslide
6.06832965,116.58677987,continuous_rain,natural_slope,landslide
44.8545,-91.4334,downpour,,mudslide
14.7159,-91.8708,rain,above_road,landslide
1.4931,124.841,downpour,,landslide
33.2108,-116.4331,earthquake,above_road,landslide
18.2544,-76.8865,downpour,,landslide
-5.0804,-45.601,rain,,mudslide
27.2129,117.9852,rain,,landslide
16.3453,120.5567,downpour,,landslide
10.1067,-83.9753,downpour,,rock_fall
44.404,-122.3785,,above_road,landslide
50.8829,-2.8011,continuous_rain,above_road,landslide
33.0977,75.5787,,above_road,landslide
-43.1826,-71.8666,downpour,,landslide
29.1657,81.5631,downpour,,landslide
16.379,120.6,tropical_cyclone,,landslide
16.9761,120.5281,monsoon,above_road,landslide
28.3511,84.1176,,mine,landslide
28.0878,108.6966,rain,deforested_slope,landslide
42.9749,-123.7465,,above_road,landslide
44.4217,-121.8784,,above_road,landslide
27.9687,83.9066,downpour,,landslide
37.6251,-82.7982,snowfall_snowmelt,natural_slope,mudslide
30.4661,111.1995,downpour,,landslide
10.6884,-61.5741,downpour,,landslide
45.2508,-123.8481,,above_road,landslide
39.1396,-84.5284,continuous_rain,above_road,landslide
22.2144,92.235,monsoon,,landslide
34.231,-117.0312,downpour,,mudslide
-9.3884,-77.1255,downpour,above_road,landslide
27.9512,85.6846,rain,,landslide
-6.0377,144.9642,rain,,landslide
16.8256,121.091,tropical_cyclone,,complex
32.8554,131.0362,earthquake,,debris_flow
51.8881,-9.5825,mining,other,landslide
16.5713,120.7325,tropical_cyclone,,landslide
38.898,-90.1993,downpour,,mudslide
25.1796,93.0083,downpour,,mudslide
-16.8164,145.6331,rain,,landslide
39.1905,-107.2301,downpour,,mudslide
38.5444,-122.6481,downpour,,mudslide
36.9081,-121.6338,downpour,,mudslide
42.9862,-123.735,,above_road,landslide
43.6567,-123.9163,,above_road,landslide
18.7591,73.3852,continuous_rain,,rock_fall
-6.5909,106.7987,rain,,landslide
45.5394,-122.2448,,above_road,landslide
35.7117,-82.8329,downpour,above_road,mudslide
15.3258,-92.6698,downpour,,mudslide
46.9484,-121.0704,freeze_thaw,above_road,landslide
19.0298,72.9104,rain,,landslide
42.9633,-123.8481,,above_road,landslide
45.4992,-122.6888,rain,,landslide
8.4359,124.5196,tropical_cyclone,,landslide
15.0296,74.0253,rain,,landslide
34.151,74.1213,rain,,landslide
44.6511,-124.031,downpour,,landslide
58.5909,6.3231,rain,,complex
33.4685,-117.001,downpour,,mudslide
17.4122,121.4166,downpour,,landslide
17.5004,121.4292,downpour,,landslide
49.9392,-123.1671,rain,above_road,rock_fall
40.7297,124.7836,downpour,,landslide
17.6424,121.3254,tropical_cyclone,,landslide
-6.9336,107.5626,downpour,,landslide
44.475,-123.4719,,above_road,landslide
47.9664,-122.2434,downpour,,mudslide
39.7295,119.1614,,,landslide
44.4309,-121.881,,above_road,landslide
29.5866,80.2154,downpour,,rock_fall
14.675,121.15,downpour,,landslide
28.18,85.11,downpour,,landslide
39.632,-105.8961,rain,above_road,mudslide
42.2939,-83.7342,downpour,,mudslide
26.1468,91.6469,mining,mine,landslide
39.2228,-105.1865,rain,,mudslide
13.5807,-86.9101,rain,above_road,landslide
34.3644,-119.4471,downpour,,mudslide
42.5905,-124.3945,,above_road,landslide
38.6697,-85.1616,downpour,,mudslide
25.7354,90.3852,continuous_rain,,landslide
16.9959,121.3014,rain,above_road,landslide
38.9913,-94.5226,downpour,natural_slope,rock_fall
37.9135,-82.4804,downpour,,mudslide
45.3573,-122.9626,,above_road,landslide
43.2386,-79.8363,,above_road,rock_fall
33.2355,75.2449,,above_road,landslide
24.5308,92.5121,continuous_rain,,landslide
43.8439,22.8485,,,landslide
39.036633,48.664627,,,landslide
27.104022,93.61156568,continuous_rain,above_road,landslide
47.5182519,-122.38904264,leaking_pipe,above_road,landslide
41.845413,-123.969925,flooding,above_road,rock_fall
37.98298928,-120.05166286,snowfall_snowmelt,above_road,landslide
26.89487026,88.3519724,,,landslide
5.363,100.277,downpour,mine,mudslide
39.1224,-84.449,rain,,mudslide
46.52733828,-120.46592334,,mine,rotational_slide
